movieId,keywords
2187,"london, england based on novel or book lover black and white maid doll extramarital affair impersonation london theater district stage performance accused of murder shooting gallery stage actress"
2188,new york city love triangle 1970s fbi nightclub bartender celebrity aspiring singer money busboy drugs disco hedonism club tax evasion party
2190,show business musical doo wop crowd black singer addict legal battle
2193,mission hero baby monster magic prophecy falsely accused traitor queen animal attack castle sorcerer's apprentice black magic sword and sorcery
2194,"chicago, illinois prohibition era gangster baseball bat white suit tough cop treasury agent untouchable tax evasion jury tampering 1930s"
2195,prostitute gambling debt homelessness revenge tape recorder drug dealing car dealership bookie opera house bulldozer heart transplant
2196,martial arts showdown undercover agent parking garage fistfight terrorism urban setting buddy cop fundraising freighter action hero farcical
2201,femme fatale film noir lawyer black and white
2202,sea journalist submarine boat world war ii black and white lifeboat radio operator
2203,small town california library widow bank detective telegram housewife film noir incest overtones murder fugitive teenage girl black and white murderer police detective privacy visit gender roles brother sister  wealthy widow precocious child misogynist americana uncle niece relationship money in the bank murder suspect northern california conflicting worldviews bluebeard
2204,falsely accused black and white statue of liberty aircraft factory
2205,taxi police smoking office rain gin diary champagne snow lawyer black and white screwball comedy comedy of remarriage
2206,poison married couple telegram investigation honeymoon marriage kiss money murderer loan suspicious suspect husband bluebeard
2207,"sea based on novel or book smuggling (contraband) undercover agent kidnapping shipwreck greed cornwall, england pirate black and white aristocrat multiple murder 19th century squire plunder cutthroat loyal wife"
2208,hotel espionage secret agent flowerpot concussion search for witnesses conspiracy black and white train british spy old lady missing person magician bold trem nevasca
2210,"london, england husband wife relationship based on novel or book bomb black and white sabotage terrorist plot brother sister relationship"
2211,hotel world war i spy switzerland black and white
2212,"concert kidnapping murder shootout black and white criminal clue dentist hypnotism ski resort brawl assassination plan corrupt church cymbals sharpshooting worship service saint moritz, switzerland hipnotismo"
2226,love triangle boxer woman between two men silent film prizefight boxing boxing ring prizefighter boxing match
2227,"london, england jack the ripper boarder lodger serial killer silent film fashion show mysterious stranger modeling"
2231,new york city friendship casino poker gambling call girl bratva (russian mafia) gambling debt roulette gain atlantic city law student loan shark credit card fraud neo-noir
2232,escape entrapment riddle autism mathematics claustrophobia maze prime number psychology trapdoor gore trap murder labyrinth survival horror numbers cube mysterious mechanical industrial amused distressing
2236,based on novel or book church school bus illegitimate son dwarfism death of best friend
2239,stockholm syndrome deserted island misogyny battle of the sexes woman director submission male egos
2240,"hotel chicago, illinois high school bodyguard bully motorcycle teenager"
2241,older woman seduces younger guy college student
2243,"journalist washington dc, usa love triangle workaholic journalism television producer neurotic tv news anchor"
2244,surfing beach graduation coming of age woman director teenage romance
2245,"new york city strong woman love triangle clerk empowerment feminism career woman business female protagonist staten island, new york city working woman female empowerment determination"
2247,italian american fbi romcom mobster aftercreditsstinger starting over
2248,"high school seattle, washington high school graduation teenage crush teenage love kickboxer opposites attract valedictorian teenage angst"
2249,california gangster fbi witness protection crime comedy
